Examination,Date,Question Number,Question Type,Standard,Cluster,Domain,Scoring Key,1,2,3,4,Blank,Question,Percentage Correct,Standard.Cluster,Question Text
Algebra I,January '16,23,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",1,16.60%,20.82%,36.81%,25.37%,0.40%,https://docs.google.com/a/newvisions.org/document/d/1sq8ge1VU_guE1RcQKewABKNc5KhDinWLPBtsuqOKq6Y/edit?usp=drivesdk,0.17,F-LE.A,"Grisham is considering the three situations below.I.    For the first 28 days, a sunflower grows at a rate of 3.5 cm per day.II.  The value of a car depreciates at a rate of 15% per year after it is purchased.III. The amount of bacteria in a culture triples every two days during an experiment. Which of the statements describes a situation with an equal difference over an equal interval?"
Algebra I,January '16,16,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",4,22.12%,15.16%,12.40%,50.16%,0.15%,https://docs.google.com/a/newvisions.org/document/d/1yjWBXn5I2N2eauy5wBGLItwe8vAVeZkk6e_7WeE01dM/edit?usp=drivesdk,0.50,F-LE.A,Which function is shown in the table below?
Algebra I,January '16,2,MC,N-Q,A,Quantities,2,9.14%,46.27%,17.64%,26.83%,0.12%,https://docs.google.com/a/newvisions.org/document/d/1lflKcJLTbM3j9j0Bi2ij_FM4y29VswwRwxV4Hh4AaGA/edit?usp=drivesdk,0.46,N-Q.A,The graph below was created by an employee at a gas station.Which statement can be justified by using the graph?
Algebra I,January '16,4,MC,N-RN,B,The Real Number System,1,38.22%,20.32%,17.92%,23.14%,0.40%,https://docs.google.com/a/newvisions.org/document/d/1FQj33krFomrned54caJh5i4Y4ifrxu8ZkUYefjbW2kQ/edit?usp=drivesdk,0.38,N-RN.B,Given the following expressions:Which expression (s) result in an irrational number?
Algebra I,January '16,24,MC,S-ID,B,Interpreting Categorical and Quantitative Data,3,19.20%,12.28%,54.20%,14.03%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1XAn2y4CWcV-CBO3GbnbWhApql7_gYZad2w2ABa9VWLc/edit?usp=drivesdk,0.54,S-ID.B,"After performing analyses on a set of data, Jackie examined the scatter plot of the residual values for each analysis. Which scatter plot indicates the best linear fit for the data?"
Algebra I,January '18,13,MC,A-APR,A,Arithmetic with Polynomials and Rational Expressions,3,30.86%,11.78%,37.97%,19.07%,0.33%,https://docs.google.com/document/d/1VfkAPGRXMgMvkH2G6KF4vhwBZQxMnViZOBlHgwYi11k/edit?usp=drivesdk,0.38,A-APR.A,Which polynomial is twice the sum of 4x2 -x +1 and -6x2 + x -4?
Algebra I,January '18,3,MC,A-CED,A,Creating Equations,1,64.24%,6.70%,24.93%,3.95%,0.17%,https://docs.google.com/document/d/1WMpe6KjqwXLDfVmvK2d0otfTf3I6lh83Q9nMnXxjZEs/edit?usp=drivesdk,0.64,A-CED.A,Alicia purchased H half-gallons of ice cream for $3.50 each and P packages of ice cream cones for $2.50 each. She purchased 14 items and spent $43. Which system of equations could be used to determine how many of each item Alicia purchased?
Algebra I,January '18,14,MC,A-REI,B,Reasoning with Equations and Inequalities,1,44.32%,15.18%,24.77%,15.12%,0.60%,https://docs.google.com/document/d/1_x15jDnP_hRQ2nNWK4J9Jag_MrQtBVTq0a21ASwJcHs/edit?usp=drivesdk,0.44,A-REI.B,What are the solutions to the equation 3(x -4)2 = 27?
Algebra I,January '18,17,MC,A-REI,B,Reasoning with Equations and Inequalities,2,19.91%,34.07%,27.57%,18.07%,0.39%,https://docs.google.com/document/d/17Ftaa60P_FUDbX5fZNopEhQOohMVztv9STK0wOyVZLk/edit?usp=drivesdk,0.34,A-REI.B,"Given the set {x| -2  x  2, where x is an integer}, what is the solution of -2(x -5) < 10?"
Algebra I,January '18,15,MC,A-REI,C,Reasoning with Equations and Inequalities,2,12.07%,40.14%,21.34%,26.03%,0.42%,https://docs.google.com/document/d/1hWbwsVBLQaGt5tMF_KvHJHrh33iXfiByQjDpZM7QzbY/edit?usp=drivesdk,0.40,A-REI.C,A system of equations is shown below.  Equation A: 5x + 9y = 12 Equation B: 4x-3y = 8  Which method eliminates one of the variables?
Algebra I,January '18,22,MC,A-REI,B,Reasoning with Equations and Inequalities,4,18.46%,31.90%,16.60%,32.40%,0.64%,https://docs.google.com/document/d/1IpN3pGl4Kv9xePVt0_z10OedmbmZcfkDoMCUeduW8LQ/edit?usp=drivesdk,0.32,A-REI.B,The value of x which makes 23(14x -2) =15(43x -1) true is
Algebra I,January '18,6,MC,A-REI,D,Reasoning with Equations and Inequalities,4,18.81%,10.02%,11.90%,58.88%,0.38%,https://docs.google.com/document/d/1o5LbxhMLL47oIIbQgOR_qc6zoLhN5U7ydnbidZXagtw/edit?usp=drivesdk,0.59,A-REI.D,Which ordered pair would not be a solution to y = x3 -x?
Algebra I,January '18,20,MC,A-REI,D,Reasoning with Equations and Inequalities,3,21.80%,18.96%,30.57%,28.03%,0.64%,https://docs.google.com/document/d/1UnUq7xu47OCu7J6KNQf56A0zaADeGMhaMo2NEzyyZeE/edit?usp=drivesdk,0.31,A-REI.D,"First consider the system of equations y =-12x +1 and y = x -5. Then consider the system of inequalities y >-12x +1  and y <x -5 .  When comparing the number of solutions in each of these systems, which statement is true? "
Algebra I,January '18,1,MC,A-REI,A,Reasoning with Equations and Inequalities,4,9.38%,10.26%,9.07%,71.20%,0.08%,https://docs.google.com/document/d/1WV_p5_FUSHpfi0Bs7Ece0kBfhmmvj6OKowfp1ebq8IM/edit?usp=drivesdk,0.71,A-REI.A,"When solving the equation 12x2-7x = 6-2(x2-1), Evan wrote 12x2-7x = 6-2x2+2 as his first step. Which property justifies this step?"
Algebra I,January '18,10,MC,A-REI,D,Reasoning with Equations and Inequalities,3,19.74%,21.75%,43.07%,14.81%,0.63%,https://docs.google.com/document/d/1X-O8hN7oDgPkEwlmmd48Y5Yj_LOdS8qlKb1-LBhI3M0/edit?usp=drivesdk,0.43,A-REI.D,The graphs of y = x2 -3 and y =3x -4 intersect at approximately
Algebra I,January '18,11,MC,A-SSE,A,Seeing Structure in Expressions,2,12.21%,49.95%,20.22%,17.34%,0.28%,https://docs.google.com/document/d/1bFSwU7xMRuwsfC-EUM6sEu52_HJGKR_U_dXLDox1c7A/edit?usp=drivesdk,0.50,A-SSE.A,"The expression -4.9t2 +50t +2 represents the height, in meters, of a toy rocket t seconds after launch. The initial height of the rocket, in meters, is"
Algebra I,January '18,21,MC,A-SSE,B,Seeing Structure in Expressions,4,32.04%,21.85%,25.77%,19.91%,0.43%,https://docs.google.com/document/d/1svDrkRcGJfFu-xNxluSLQZiNX5SeMRVYVBpkOjsjwgI/edit?usp=drivesdk,0.20,A-SSE.B,"Nora inherited a savings account that was started by her grandmother 25 years ago. This scenario is modeled by the function A(t) = 5000(1.013)t + 25, where A(t) represents the value of the account, in dollars, t years after the inheritance. Which function below is equivalent to A(t)?"
Algebra I,January '18,9,MC,A-SSE,A,Seeing Structure in Expressions,3,19.80%,11.52%,56.60%,12.01%,0.06%,https://docs.google.com/document/d/1YxSybINEGCcOlj8i79ZK9zAYP9YYn3gPSa7EM93uVN8/edit?usp=drivesdk,0.57,A-SSE.A,Which expression is equivalent to y4 -100?
Algebra I,January '18,19,MC,F-BF,B,Building Functions,2,25.36%,35.50%,13.34%,25.40%,0.40%,https://docs.google.com/document/d/1ugfUGfB-0aWkiUlafgCCUcGNxKnqWTaePj3J4WJW3Po/edit?usp=drivesdk,0.36,F-BF.B,"If the original function f(x) = 2x2 -1 is shifted to the left 3 units to make the function g(x), which expression would represent g(x)?"
Algebra I,January '18,23,MC,F-IF,C,Interpreting Functions,2,23.10%,26.53%,32.18%,17.75%,0.44%,https://docs.google.com/document/d/19XXkFIiF74uU86gb-JPZNi0ivATRgpjKnYbI5aKW0J8/edit?usp=drivesdk,0.27,F-IF.C,Which quadratic function has the largest maximum over the set of real numbers?
Algebra I,January '18,24,MC,F-IF,B,Interpreting Functions,2,19.30%,35.57%,18.37%,26.31%,0.45%,https://docs.google.com/document/d/1BqYW6UvJPDAR8qv8PtAEQB_-oa-EQTotDVBAWP8IqBM/edit?usp=drivesdk,0.36,F-IF.B,Voting rates in presidential elections from 1996-2012 are modeled below.Which statement does not correctly interpret voting rates by age based on the given graph?
Algebra I,January '18,12,MC,F-IF,A,Interpreting Functions,3,12.94%,21.21%,55.50%,9.84%,0.51%,https://docs.google.com/document/d/1jRcsTS0uqPpYNyq1xn0bb6VN8_jqJQ8-7ReLMEBeJII/edit?usp=drivesdk,0.56,F-IF.A,"If the domain of the function f(x) = 2x2 -8 is {-2, 3, 5}, then the range is"
Algebra I,January '18,4,MC,F-IF,A,Interpreting Functions,2,24.75%,51.61%,11.66%,11.64%,0.34%,https://docs.google.com/document/d/1MC57olPF_1KJM2scwTmV1PrspSdJQv1u5N-caLL3bs4/edit?usp=drivesdk,0.52,F-IF.A,"A relation is graphed on the set of axes below.Based on this graph, the relation is"
Algebra I,January '18,18,MC,F-IF,A,Interpreting Functions,3,23.49%,22.61%,40.16%,13.37%,0.37%,https://docs.google.com/document/d/1qZm7zX6xoAlAKaEnbXJ-mBp9Awf15X1zL8IQPPrnJeg/edit?usp=drivesdk,0.40,F-IF.A,"If the pattern below continues, which equation(s) is a recursive formula that represents the number of squares in this sequence?"
Algebra I,January '18,5,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",1,61.17%,24.64%,8.16%,5.84%,0.19%,https://docs.google.com/document/d/1vjMV4mrjL5Yp4paqy6aklVEiApzlYvBcUFpzvGSz4NQ/edit?usp=drivesdk,0.61,F-LE.A,Ian is saving up to buy a new baseball glove. Every month he puts $10 into a jar. Which type of function best models the total amount of money in the jar after a given number of months?
Algebra I,January '18,7,MC,F-LE,B,"Linear, Quadratic, and Exponential Models",4,14.99%,5.30%,12.23%,67.11%,0.37%,https://docs.google.com/document/d/1vY0CasjQf6P5KbMnI9l7fDgO3stEhq-JK-bGAHysVGM/edit?usp=drivesdk,0.67,F-LE.B,"Last weekend, Emma sold lemonade at a yard sale. The function P(c) = 0.50c - 9.96 represented the profit, P(c), Emma earned selling c cups of lemonade. Sales were strong, so she raised the price for this weekend by 25 cents per cup. Which function represents her profit for this weekend?"
Algebra I,January '18,2,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",3,14.64%,6.94%,75.00%,3.15%,0.27%,https://docs.google.com/document/d/1ZTB_3xufxClSuA75tEQkbM20JdoFXw-wVmHDl_hj8Fc/edit?usp=drivesdk,0.75,F-LE.A,"Jill invests $400 in a savings bond. The value of the bond, V(x), in hundreds of dollars after x years is illustrated in the table below.Which equation and statement illustrate the approximate value of the bond in hundreds of dollars over time in years?"
Algebra I,January '18,8,MC,N-RN,B,The Real Number System,3,13.31%,18.10%,55.15%,13.17%,0.26%,https://docs.google.com/document/d/18wOw74M_h-brWB_Gq12XaiuSyj0QIVVKaJjOqu1jazI/edit?usp=drivesdk,0.55,N-RN.B,The product of 576 and 684 is
Algebra I,January '18,16,MC,S-ID,A,Interpreting Categorical and Quantitative Data,1,32.66%,30.68%,18.11%,18.42%,0.13%,https://docs.google.com/document/d/1s341_krt3Bqzp3KSxxMvJKJB6_O_Ts7Ie4szJRj8guA/edit?usp=drivesdk,0.33,S-ID.A,"The 15 members of the French Club sold candy bars to help fund their trip to Quebec. The table below shows the number of candy bars each member sold.When referring to the data, which statement is false? "
Algebra I,June '14,1,MC,A-REI,A,Reasoning with Equations and Inequalities,1,45.39%,19.98%,7.42%,27.00%,0.21%,https://docs.google.com/a/newvisions.org/document/d/1WYPfNMPyEaSDg0hlCX_r4uk0hNPpiuU2_mtdUl99gmE/edit?usp=sharing,0.45,A-REI.A,"When solving the equation 4(3x2 + 2) - 9 = 8x2 + 7, Emily wrote 4(3x2 + 2) = 8x2 + 16 as her first step. Which property justifies Emily’s first step?"
Algebra I,June '14,2,MC,F-IF,B,Interpreting Functions,4,12.90%,15.77%,22.10%,48.68%,0.55%,https://docs.google.com/a/newvisions.org/document/d/1kafVDRaFXcg1LJoRZL7AqP774NC95wxj3lvK8iN8uGk/edit?usp=sharing,0.49,F-IF.B,"Officials in a town use a function, C, to analyze traffic patterns. C(n) represents the rate of traffic through an intersection where n is the number of observed vehicles in a specified time interval. What would be the most appropriate domain for the function?"
Algebra I,June '14,3,MC,A-APR,A,Arithmetic with Polynomials and Rational Expressions,2,11.09%,47.21%,15.45%,26.06%,0.18%,https://docs.google.com/a/newvisions.org/document/d/1LbAHw_EK_n4BAWQ4UAC-6416O_8Dbf3P9hnB9EgpuQs/edit?usp=sharing,0.47,A-APR.A,"If A = 3x2 + 5x - 6 and B = -2x2- 6x + 7, then A - B equals"
Algebra I,June '14,4,MC,A-REI,D,Reasoning with Equations and Inequalities,2,12.15%,47.51%,14.77%,25.13%,0.43%,https://docs.google.com/a/newvisions.org/document/d/1aLkW9ruDVugGNdAAnUDyJEBBXR8ZP6Jaw0rvuI4jrcM/edit?usp=sharing,0.48,A-REI.D,Given: y + x > 2 y ≤ 3x - 2 Which graph shows the solution of the given set of inequalities?
Algebra I,June '14,5,MC,A-REI,B,Reasoning with Equations and Inequalities,1,63.86%,12.46%,17.76%,5.30%,0.63%,https://docs.google.com/a/newvisions.org/document/d/1Z5YFIKKiPJCG6vZjOLDE2mXmSr6E5pKVvN8EBv4sNEU/edit?usp=sharing,0.64,A-REI.B,Which value of x satisfies the equation 73(x + 928) = 20?
Algebra I,June '14,6,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",4,3.17%,44.79%,3.22%,48.53%,0.30%,https://docs.google.com/a/newvisions.org/document/d/1vz31bOveSfAjz1dNGHlyepE9-DN9H2uSGRL1i_M3V14/edit?usp=sharing,0.49,F-LE.A,The table below shows the average yearly balance in a savings account where interest is compounded annually. No money is deposited or withdrawn after the initial amount is deposited. Which type of function best models the given data?
Algebra I,June '14,7,MC,F-LE,B,"Linear, Quadratic, and Exponential Models",3,25.21%,13.08%,53.31%,8.20%,0.20%,https://docs.google.com/a/newvisions.org/document/d/1-AOQBnxkpi2B6yoH08GZIhKOZy710VyWsS-pRcL-AkM/edit?usp=sharing,0.53,F-LE.B,"A company that manufactures radios first pays a start-up cost, and then spends a certain amount of money to manufacture each radio. If the cost of manufacturing r radios is given by the function c(r) = 5.25r + 125, then the value 5.25 best represents"
Algebra I,June '14,8,MC,A-REI,B,Reasoning with Equations and Inequalities,2,13.31%,26.90%,25.29%,33.88%,0.62%,https://docs.google.com/a/newvisions.org/document/d/17r8hg5ngWOl32ixt81SiQ7Jfda7du4m3PK8FaV9JJD4/edit?usp=sharing,0.27,A-REI.B,Which equation has the same solution as x2- 6x - 12 = 0?
Algebra I,June '14,9,MC,F-IF,B,Interpreting Functions,3,16.19%,16.22%,57.40%,10.08%,0.11%,https://docs.google.com/a/newvisions.org/document/d/1sG1bhM9j7xgn56w2gEBXfYaigTRl_JadIeUt3oyA1g8/edit?usp=sharing,0.57,F-IF.B,"A ball is thrown into the air from the edge of a 48-foot-high cliff so that it eventually lands on the ground. The graph below shows the height, y, of the ball from the ground after x seconds.For which interval is the ball’s height always decreasing?"
Algebra I,June '14,10,MC,A-REI,B,Reasoning with Equations and Inequalities,2,24.23%,23.85%,31.99%,19.40%,0.53%,https://docs.google.com/a/newvisions.org/document/d/1xt-4qJ5WqmnrPOL_yfAkEtcRwcbqHhf8OYIHOBPF4_4/edit?usp=sharing,0.24,A-REI.B,What are the roots of the equation x2 + 4x -16 = 0?
Algebra I,June '14,11,MC,S-ID,C,Interpreting Categorical and Quantitative Data,3,29.03%,20.23%,24.76%,25.37%,0.62%,https://docs.google.com/a/newvisions.org/document/d/12zUjF1ZeeJOJRq-qGAFM1J1SABzwASmaTINfiB7o63o/edit?usp=sharing,0.25,S-ID.C,"What is the correlation coefficient of the linear fit of the data shown below, to the nearest hundredth?"
Algebra I,June '14,12,MC,A-SSE,B,Seeing Structure in Expressions,3,4.47%,54.23%,35.87%,5.11%,0.32%,https://docs.google.com/a/newvisions.org/document/d/101C--Dxh77Gj8zL6HeLU8pv_wf2KHawTXtcxKn-eEm4/edit?usp=sharing,0.36,A-SSE.B,Keith determines the zeros of the function f(x) to be -6 and 5. What could be Keith’s function?
Algebra I,June '14,13,MC,N-RN,B,The Real Number System,3,16.71%,11.33%,59.93%,11.72%,0.31%,https://docs.google.com/a/newvisions.org/document/d/1iYHG-e1LzFK8RslkHdgf22MhOpvH9cp9owSD9hWXT5s/edit?usp=sharing,0.60,N-RN.B,Given: L =2  M = 33  N =16 P = 9 Which expression results in a rational number?
Algebra I,June '14,14,MC,A-REI,C,Reasoning with Equations and Inequalities,2,24.17%,38.82%,19.09%,17.24%,0.68%,https://docs.google.com/a/newvisions.org/document/d/1hPZoV-cSQ4MUJy0tcwnOeUBhG2FfgJR49bC9IrqiOxc/edit?usp=sharing,0.39,A-REI.C,Which system of equations has the same solution as the system below?
Algebra I,June '14,15,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",3,8.60%,13.06%,59.72%,18.28%,0.33%,https://docs.google.com/a/newvisions.org/document/d/1VbYjpcCqEDd9zkg2YAIS1ZxLuYW7BPAFDDqrpAfwAV4/edit?usp=sharing,0.60,F-LE.A,The table below represents the function F.The equation that represents this function is
Algebra I,June '14,16,MC,A-CED,A,Creating Equations,2,17.97%,45.53%,12.77%,23.50%,0.23%,https://docs.google.com/a/newvisions.org/document/d/13dnCMMeEKlv1Gw8gzRsyX0VS_qIJRLVPskYItS5ERk4/edit?usp=sharing,0.46,A-CED.A,"John has four more nickels than dimes in his pocket, for a total of $1.25. Which equation could be used to determine the number of dimes, x, in his pocket?"
Algebra I,June '14,17,MC,F-IF,A,Interpreting Functions,4,14.35%,25.50%,23.27%,36.59%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1nkUKrAxY2qNMgvHtRlSt60wrtlJWaC0Mv2z9ep20amA/edit?usp=sharing,0.37,F-IF.A,"If f(x) = 13x + 9, which statement is always true?"
Algebra I,June '14,18,MC,F-IF,B,Interpreting Functions,1,13.21%,27.36%,47.38%,11.83%,0.21%,https://docs.google.com/a/newvisions.org/document/d/1Ul1bpteULDmx9LhuZDsYK1h-Hsd7GO52_Y_vAlJ7SvA/edit?usp=sharing,0.13,F-IF.B,"The Jamison family kept a log of the distance they traveled during a trip, as represented by the graph below.During which interval was their average speed the greatest?"
Algebra I,June '14,19,MC,S-ID,A,Interpreting Categorical and Quantitative Data,3,11.03%,26.23%,51.40%,11.02%,0.32%,https://docs.google.com/a/newvisions.org/document/d/1NUaD9DALy6cIZX7MvdUVgAfnRWYHu6elJxp06bfnWZU/edit?usp=sharing,0.51,S-ID.A,"Christopher looked at his quiz scores shown below for the first and second semester of his Algebra class. Semester 1: 78, 91, 88, 83, 94 Semester 2: 91, 96, 80, 77, 88, 85, 92 Which statement about Christopher’s performance is correct?"
Algebra I,June '14,20,MC,F-IF,A,Interpreting Functions,1,50.04%,37.80%,5.01%,6.89%,0.26%,https://docs.google.com/a/newvisions.org/document/d/1hpMAJUjxKGUGPfs5CHy9Uhdv-iF4kWi8H5wVjLGByWo/edit?usp=sharing,0.50,F-IF.A,The graph of y = f(x) is shown below. Which point could be used to find f(2)? 
Algebra I,June '14,21,MC,F-IF,A,Interpreting Functions,4,33.41%,12.65%,11.78%,41.86%,0.31%,https://docs.google.com/a/newvisions.org/document/d/135dHuGeO5vDqc-Pav6o7UQN4djuOpxSohOjXQJ-zF1w/edit?usp=sharing,0.42,F-IF.A,"A sunflower is 3 inches tall at week 0 and grows 2 inches each week. Which function(s) shown below can be used to determine the height, f(n), of the sunflower in n weeks?"
Algebra I,June '14,22,MC,A-CED,A,Creating Equations,4,5.84%,6.73%,8.95%,78.18%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1gdos1J2QyQMca3eZG51WajlhPhn7RDQavSlNSg-hTRk/edit?usp=sharing,0.78,A-CED.A,"A cell phone company charges $60.00 a month for up to 1 gigabyte of data. The cost of additional data is $0.05 per megabyte. If d represents the number of additional megabytes used and c represents the total charges at the end of the month, which linear equation can be used to determine a user’s monthly bill?"
Algebra I,June '14,23,MC,A-CED,A,Creating Equations,1,16.20%,23.92%,21.73%,37.74%,0.41%,https://docs.google.com/a/newvisions.org/document/d/1hyT6KwuKNEUlco7dftQ7quzkd0xaLFAtn3fEH8p201Q/edit?usp=sharing,0.16,A-CED.A,"The formula for the volume of a cone is V=13πrr2h. The radius, r,of the cone may be expressed as"
Algebra I,June '14,24,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",2,21.13%,24.24%,34.91%,19.31%,0.41%,https://docs.google.com/a/newvisions.org/document/d/1TK2V5k4XpF_1HzJtW9-iYOnJzIJ7bZ09rcY11aiAHHE/edit?usp=sharing,0.24,F-LE.A,"The diagrams below represent the first three terms of a sequence. Assuming the pattern continues, which formula determinesan,the number of shaded squares in the nth term?"
Algebra I,June '15,1,MC,F-LE,B,"Linear, Quadratic, and Exponential Models",3,4.38%,12.97%,78.87%,3.65%,0.13%,https://docs.google.com/a/newvisions.org/document/d/1DeSpge0YsMseDmiE7IqPSpZ-0rjCAzSzJqUIw16kEHo/edit?usp=drivesdk,0.79,F-LE.B,"The cost of airing a commercial on television is modeled by the function C(n) = 110n + 900, where n is the number of times the commercial is aired. Based on this model, which statement is true?"
Algebra I,June '15,2,MC,N-Q,A,Quantities,4,14.19%,5.13%,2.30%,78.29%,0.08%,https://docs.google.com/a/newvisions.org/document/d/11LhSQhy-If3_z-Uyt2yO26cgZK7FC0kOgXr9p5kfrx4/edit?usp=drivesdk,0.78,N-Q.A,The graph below represents a jogger’s speed during her 20-minute jog around her neighborhood. Which statement best describes what the jogger was doing during the 9-12 minute interval of her jog?
Algebra I,June '15,3,MC,A-SSE,A,Seeing Structure in Expressions,2,4.67%,71.96%,16.02%,7.10%,0.25%,https://docs.google.com/a/newvisions.org/document/d/17Wc_T7wQnOd2jt4vINeYPASSGGeThwKzaqalCvIMRkE/edit?usp=drivesdk,0.72,A-SSE.A,"If the area of a rectangle is expressed as x4- 9y2 , then the product of the length and the width of the rectangle could be expressed as"
Algebra I,June '15,4,MC,F-IF,A,Interpreting Functions,3,22.51%,8.34%,61.88%,6.97%,0.30%,https://docs.google.com/a/newvisions.org/document/d/1ZYzwFLflpaXlnw9DY0WlB5am-PFgARaeJTkGZi-G4LA/edit?usp=drivesdk,0.62,F-IF.A,Which table represents a function?
Algebra I,June '15,5,MC,A-REI,D,Reasoning with Equations and Inequalities,1,62.28%,23.70%,8.43%,5.34%,0.25%,https://docs.google.com/a/newvisions.org/document/d/11_Ebgq7f0IygCdh38fXBxsdqMR3vzkbNJ07gFhhGV6k/edit?usp=drivesdk,0.62,A-REI.D,Which inequality is represented in the graph below?
Algebra I,June '15,6,MC,A-REI,C,Reasoning with Equations and Inequalities,3,4.11%,11.56%,69.96%,13.46%,0.91%,https://docs.google.com/a/newvisions.org/document/d/1f7pnCD2i_xYvbTk1t4cjGdCs5E00LuW0_FGOMVYs_3g/edit?usp=drivesdk,0.70,A-REI.C,"Mo’s farm stand sold a total of 165 pounds of apples and peaches. She sold apples for $1.75 per pound and peaches for $2.50 per pound. If she made $337.50, how many pounds of peaches did she sell?"
Algebra I,June '15,7,MC,F-IF,C,Interpreting Functions,1,53.20%,23.73%,18.21%,4.66%,0.20%,https://docs.google.com/a/newvisions.org/document/d/1pkNcQuGCK6arwiwr5pJqlWiDHliw_uCShSp3HoOKXB0/edit?usp=drivesdk,0.53,F-IF.C,Morgan can start wrestling at age 5 in Division 1. He remains in that division until his next odd birthday when he is required to move up to the next division level. Which graph correctly represents this information?
Algebra I,June '15,8,MC,N-RN,B,The Real Number System,2,15.81%,38.87%,23.80%,21.23%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1fM18gOZVrZ1vx5OFJM0CQz2cVJ0gyBY5F6VKgVsmsvc/edit?usp=drivesdk,0.39,N-RN.B,Which statement is not always true?
Algebra I,June '15,9,MC,F-IF,A,Interpreting Functions,4,6.88%,12.66%,21.97%,58.29%,0.19%,https://docs.google.com/a/newvisions.org/document/d/1Vjo1yPTjY3dhkO2RcaKPu2ju6zNWnSMRCIpl9KNKmNs/edit?usp=drivesdk,0.58,F-IF.A,The graph of the function f (x) = x + 4 is shown below.The domain of the function is
Algebra I,June '15,10,MC,A-SSE,B,Seeing Structure in Expressions,4,11.88%,13.43%,25.60%,48.80%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1PDUW_l5NLUG8sFjO7i8aaJUSJzYlGCwNEN8-3CngrWU/edit?usp=drivesdk,0.49,A-SSE.B,What are the zeros of the function f(x) = x2 - 13x - 30?
Algebra I,June '15,11,MC,F-IF,B,Interpreting Functions,3,15.70%,17.76%,50.35%,15.58%,0.60%,https://docs.google.com/a/newvisions.org/document/d/1Jz84GzllYtYMAyi6lZSPeAOgJtFNKClTcTC6F3KDGRQ/edit?usp=drivesdk,0.50,F-IF.B,"Joey enlarged a 3-inch by 5-inch photograph on a copy machine. He enlarged it four times. The table below shows the area of the photograph after each enlargement.What is the average rate of change of the area from the original photograph to the fourth enlargement, to the nearest tenth?"
Algebra I,June '15,12,MC,A-APR,B,Arithmetic with Polynomials and Rational Expressions,2,8.23%,61.38%,11.43%,18.66%,0.31%,https://docs.google.com/a/newvisions.org/document/d/1oyI7jov7Sey5QMPBCHtLS7C4wcmKvhRliHY8mJhuWXg/edit?usp=drivesdk,0.61,A-APR.B,Which equation(s) represent the graph below?
Algebra I,June '15,13,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",2,15.93%,50.44%,16.52%,16.82%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1YnJeh_hJtPNo-OE6XcArWBtY7S_cUIXb05szCMsb9mk/edit?usp=drivesdk,0.50,F-LE.A,"A laboratory technician studied the population growth of a colony of bacteria. He recorded the number of bacteria every other day, as shown in the partial table below.Which function would accurately model the technician’s data?"
Algebra I,June '15,14,MC,F-IF,C,Interpreting Functions,3,11.62%,24.69%,51.90%,11.36%,0.43%,https://docs.google.com/a/newvisions.org/document/d/1Jp14EuTx6mz04dCOEo93o_iBJPFYG3cLcNjOScPtFZY/edit?usp=drivesdk,0.52,F-IF.C,Which quadratic function has the largest maximum?
Algebra I,June '15,15,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",1,46.81%,16.23%,18.43%,18.10%,0.43%,https://docs.google.com/a/newvisions.org/document/d/1xwKoMYEimvcvfkxYb85sH_a3oD3yVQmBt2yM1kifnQI/edit?usp=drivesdk,0.47,F-LE.A,"If f(x) = 3x and g(x) = 2x + 5, at which value of x is f(x) < g(x)?"
Algebra I,June '15,16,MC,S-ID,C,Interpreting Categorical and Quantitative Data,2,8.48%,51.49%,29.42%,10.46%,0.15%,https://docs.google.com/a/newvisions.org/document/d/12BSJM2cNkh5AHV3xKnrXLRy7T52HDtB_VwZDt1mNiHg/edit?usp=drivesdk,0.51,S-ID.C,"Beverly did a study this past spring using data she collected from a cafeteria. She recorded data weekly for ice cream sales and soda sales. Beverly found the line of best fit and the correlation coefficient, as shown in the diagram below. Given this information, which statement(s) can correctly be concluded?"
Algebra I,June '15,17,MC,A-SSE,A,Seeing Structure in Expressions,2,14.40%,35.90%,33.21%,16.31%,0.18%,https://docs.google.com/a/newvisions.org/document/d/1sOKMcKzCKDuUfrFnSRU40i5sGXwzWTJtGIxzkWUdU1A/edit?usp=drivesdk,0.36,A-SSE.A,"The function V(t) = 1350(1.017)t represents the value V(t), in dollars, of a comic book t years after its purchase. The yearly rate of appreciation of the comic book is"
